HAULJOIN,CRUISE,VESSEL,HAUL,GIS_STATION,LATITUDE,LONGITUDE,SPECIES_CODE,SEX,WIDTH,CHELA_HEIGHT,SHELL_CONDITION,SAMPLING_FACTOR
816126,199501,89,170,V-27,61.98421,-175.17035,68580,1,77,16,2,13.6154
816126,199501,89,170,V-27,61.98421,-175.17035,68580,1,73,16,2,13.6154
816015,199501,89,53,G-05,57.0008,-165.21684,68580,1,86,16,2,5.2219
816133,199501,89,179,PO2726,59.85202,-174.25357,68580,1,86,16,2,3.3684
816162,199501,89,184,J-26,57.99572,-173.46778,68580,1,75,16,2,1
816162,199501,89,184,J-26,57.99572,-173.46778,68580,1,74,16,2,1
816114,199501,89,153,J-25,57.98696,-172.86867,68580,1,91,16,2,2.8931
816114,199501,89,153,J-25,57.98696,-172.86867,68580,1,75,16,2,2.8931
816116,199501,89,156,M-25,58.99559,-173.0667,68580,1,75,16,2,3.8851
816120,199501,89,160,PO2524,59.82664,-172.9305,68580,1,85,16,2,3.3866
816120,199501,89,160,PO2524,59.82664,-172.9305,68580,1,85,16,2,3.3866
816122,199501,89,165,R-26,60.6724,-174.1109,68580,1,72,16,2,10.1558
816122,199501,89,165,R-26,60.6724,-174.1109,68580,1,76,16,2,10.1558
816172,199501,89,194,S-30,60.99392,-176.97144,68580,1,80,16,2,1
821805,199501,88,177,R-29,60.67388,-176.20199,68580,1,82,16,2,4.3517
821805,199501,88,177,R-29,60.67388,-176.20199,68580,1,82,16,2,4.3517
821802,199501,88,174,P-28,60.00285,-175.26368,68580,1,70,16,2,2.0897
821802,199501,88,174,P-28,60.00285,-175.26368,68580,1,71,16,2,2.0897
816157,199501,89,95,Q-19,60.33361,-169.33429,68580,1,76,16,2,57.6875
816000,199501,89,68,H-03,57.33891,-166.47816,68580,1,85,16,2,1.6021
815981,199501,89,78,J-01,58.00032,-167.80005,68580,1,83,16,2,10.9344
815984,199501,89,81,H-01,57.32956,-167.70287,68580,1,88,16,2,2.2539
816150,199501,89,108,HG2019,57.17843,-169.3155,68580,1,72,16,2,1
815986,199501,89,83,F-01,56.66238,-167.67973,68580,1,74,16,2,2.8475
821801,199501,88,173,O-28,59.67124,-175.09622,68580,1,74,16,2,2
816129,199501,89,175,R-28,60.67317,-175.45185,68580,1,74,16,2,26.0694
816123,199501,89,166,R-27,60.67724,-174.79326,68580,1,73,16,2,14.4643
816091,199501,89,125,I-21,57.64775,-170.28948,68580,1,77,16,2,2
816100,199501,89,138,O-23,59.67337,-171.89241,68580,1,74,16,2,16.075
816105,199501,89,144,I-23,57.67749,-171.52398,68580,1,90,16,2,1
816116,199501,89,156,M-25,58.99559,-173.0667,68580,1,75,16,2,3.8851
821805,199501,88,177,R-29,60.67388,-176.20199,68580,1,74,16,2,4.3517
816135,199501,89,182,M-27,59.01675,-174.39384,68580,1,80,17,2,1
816169,199501,89,191,P-30,59.99008,-176.71379,68580,1,82,17,2,1
816117,199501,89,157,N-25,59.3467,-173.15156,68580,1,73,17,2,6.3933
816117,199501,89,157,N-25,59.3467,-173.15156,68580,1,88,17,2,6.3933
816131,199501,89,177,QP2726,60.18242,-174.37662,68580,1,80,17,2,9.6125
816139,199501,89,168,T-27,61.33296,-174.99715,68580,1,74,17,2,17.0435
816139,199501,89,168,T-27,61.33296,-174.99715,68580,1,73,17,2,17.0435
816139,199501,89,168,T-27,61.33296,-174.99715,68580,1,75,17,2,17.0435
816132,199501,89,178,P-27,60.01303,-174.59758,68580,1,83,17,2,5.628
816013,199501,89,51,I-05,57.66291,-165.26576,68580,1,79,17,2,1
816014,199501,89,52,H-05,57.32931,-165.24097,68580,1,96,17,2,3.9384
816014,199501,89,52,H-05,57.32931,-165.24097,68580,1,97,17,2,3.9384
816084,199501,89,110,GF2019,56.83013,-169.28055,68580,1,75,17,2,1
816014,199501,89,52,H-05,57.32931,-165.24097,68580,1,91,17,2,3.9384
816014,199501,89,52,H-05,57.32931,-165.24097,68580,1,91,17,2,3.9384
816002,199501,89,70,J-03,57.99916,-166.51649,68580,1,94,17,2,4.8947
816015,199501,89,53,G-05,57.0008,-165.21684,68580,1,90,17,2,5.2219
816015,199501,89,53,G-05,57.0008,-165.21684,68580,1,91,17,2,5.2219
816015,199501,89,53,G-05,57.0008,-165.21684,68580,1,88,17,2,5.2219
816000,199501,89,68,H-03,57.33891,-166.47816,68580,1,93,17,2,1.6021
816000,199501,89,68,H-03,57.33891,-166.47816,68580,1,85,17,2,1.6021
816000,199501,89,68,H-03,57.33891,-166.47816,68580,1,91,17,2,1.6021
816000,199501,89,68,H-03,57.33891,-166.47816,68580,1,89,17,2,1.6021
816000,199501,89,68,H-03,57.33891,-166.47816,68580,1,85,17,2,1.6021
816000,199501,89,68,H-03,57.33891,-166.47816,68580,1,91,17,2,1.6021
816076,199501,89,100,M-19,59.00673,-169.18122,68580,1,76,17,2,27.0484
816002,199501,89,70,J-03,57.99916,-166.51649,68580,1,92,17,2,4.8947
815984,199501,89,81,H-01,57.32956,-167.70287,68580,1,90,17,2,2.2539
815984,199501,89,81,H-01,57.32956,-167.70287,68580,1,90,17,2,2.2539
815984,199501,89,81,H-01,57.32956,-167.70287,68580,1,89,17,2,2.2539
816015,199501,89,53,G-05,57.0008,-165.21684,68580,1,90,17,2,5.2219
816015,199501,89,53,G-05,57.0008,-165.21684,68580,1,99,17,2,5.2219
815980,199501,89,77,K-01,58.33111,-167.8428,68580,1,83,17,2,7.9422
816000,199501,89,68,H-03,57.33891,-166.47816,68580,1,94,17,2,1.6021
816088,199501,89,114,F-21,56.66916,-170.11443,68580,1,71,17,2,1
815984,199501,89,81,H-01,57.32956,-167.70287,68580,1,89,17,2,2.2539
815982,199501,89,79,I-01,57.6642,-167.7631,68580,1,93,17,2,2.7766
816134,199501,89,181,N-27,59.33238,-174.44322,68580,1,71,17,2,2
816150,199501,89,108,HG2019,57.17843,-169.3155,68580,1,80,17,2,1
816150,199501,89,108,HG2019,57.17843,-169.3155,68580,1,77,17,2,1
816014,199501,89,52,H-05,57.32931,-165.24097,68580,1,88,17,2,3.9384
816014,199501,89,52,H-05,57.32931,-165.24097,68580,1,90,17,2,3.9384
816014,199501,89,52,H-05,57.32931,-165.24097,68580,1,91,17,2,3.9384
816014,199501,89,52,H-05,57.32931,-165.24097,68580,1,91,17,2,3.9384
816014,199501,89,52,H-05,57.32931,-165.24097,68580,1,92,17,2,3.9384
816085,199501,89,111,F-19,56.66452,-168.92145,68580,1,79,17,2,1
815986,199501,89,83,F-01,56.66238,-167.67973,68580,1,73,17,2,2.8475
816002,199501,89,70,J-03,57.99916,-166.51649,68580,1,94,17,2,4.8947
816084,199501,89,110,GF2019,56.83013,-169.28055,68580,1,72,17,2,1
816103,199501,89,142,K-23,58.31226,-171.6298,68580,1,95,17,2,1
815984,199501,89,81,H-01,57.32956,-167.70287,68580,1,92,17,2,2.2539
815984,199501,89,81,H-01,57.32956,-167.70287,68580,1,93,17,2,2.2539
815984,199501,89,81,H-01,57.32956,-167.70287,68580,1,90,17,2,2.2539
815984,199501,89,81,H-01,57.32956,-167.70287,68580,1,81,17,2,2.2539
815984,199501,89,81,H-01,57.32956,-167.70287,68580,1,88,17,2,2.2539
815984,199501,89,81,H-01,57.32956,-167.70287,68580,1,86,17,2,2.2539
815984,199501,89,81,H-01,57.32956,-167.70287,68580,1,90,17,2,2.2539
816082,199501,89,106,IH2019,57.51074,-169.36164,68580,1,87,17,2,2.0075
816000,199501,89,68,H-03,57.33891,-166.47816,68580,1,91,17,2,1.6021
815998,199501,89,66,F-03,56.66518,-166.42967,68580,1,74,17,2,1
816081,199501,89,105,I-19,57.6724,-169.079,68580,1,93,17,2,5.3259
816000,199501,89,68,H-03,57.33891,-166.47816,68580,1,92,17,2,1.6021
815984,199501,89,81,H-01,57.32956,-167.70287,68580,1,87,17,2,2.2539
815984,199501,89,81,H-01,57.32956,-167.70287,68580,1,88,17,2,2.2539
815984,199501,89,81,H-01,57.32956,-167.70287,68580,1,87,17,2,2.2539
815982,199501,89,79,I-01,57.6642,-167.7631,68580,1,95,17,2,2.7766
815982,199501,89,79,I-01,57.6642,-167.7631,68580,1,84,17,2,2.7766
816140,199501,89,155,L-25,58.64727,-172.97434,68580,1,74,17,2,6.8296
816140,199501,89,155,L-25,58.64727,-172.97434,68580,1,75,17,2,6.8296
816159,199501,89,180,O-27,59.66835,-174.44529,68580,1,77,17,2,2.8295
816130,199501,89,176,Q-27,60.34644,-174.7294,68580,1,73,17,2,9.7402
816130,199501,89,176,Q-27,60.34644,-174.7294,68580,1,76,17,2,9.7402
816130,199501,89,176,Q-27,60.34644,-174.7294,68580,1,76,17,2,9.7402
816142,199501,89,137,P-23,60.01156,-171.96371,68580,1,76,17,2,5.3175
821801,199501,88,173,O-28,59.67124,-175.09622,68580,1,74,17,2,2
821801,199501,88,173,O-28,59.67124,-175.09622,68580,1,76,17,2,2
821800,199501,88,172,N-28,59.33844,-175.09409,68580,1,79,17,2,1
821785,199501,88,158,P-26,60.00728,-173.94447,68580,1,89,17,2,8.7027
821785,199501,88,158,P-26,60.00728,-173.94447,68580,1,89,17,2,8.7027
821787,199501,88,160,O-26,59.66063,-173.8653,68580,1,81,17,2,3.672
816093,199501,89,128,L-21,58.67205,-170.43359,68580,1,78,17,2,3.1643
821804,199501,88,176,Q-29,60.33485,-176.03643,68580,1,77,17,2,5.9474
816129,199501,89,175,R-28,60.67317,-175.45185,68580,1,78,17,2,26.0694
816129,199501,89,175,R-28,60.67317,-175.45185,68580,1,77,17,2,26.0694
816168,199501,89,190,P-29,59.98548,-175.92193,68580,1,93,17,2,2.2905
816102,199501,89,140,M-23,59.00545,-171.77184,68580,1,74,17,2,5.0562
816102,199501,89,140,M-23,59.00545,-171.77184,68580,1,93,17,2,5.0562
816101,199501,89,139,N-23,59.34634,-171.8257,68580,1,78,17,2,11.8316
816119,199501,89,159,O-25,59.65995,-173.21884,68580,1,99,17,2,1
821726,199501,88,98,GF1918,56.82825,-168.61234,68580,1,74,17,2,1
821726,199501,88,98,GF1918,56.82825,-168.61234,68580,1,75,17,2,1
821809,199501,88,181,S-31,60.9981,-177.62756,68580,1,95,17,2,1
816123,199501,89,166,R-27,60.67724,-174.79326,68580,1,75,17,2,14.4643
816163,199501,89,185,K-27,58.33568,-174.30064,68580,1,72,17,2,1
816109,199501,89,148,G-25,56.99291,-172.66387,68580,1,90,17,2,1
816109,199501,89,148,G-25,56.99291,-172.66387,68580,1,93,17,2,1
816109,199501,89,148,G-25,56.99291,-172.66387,68580,1,90,17,2,1
816123,199501,89,166,R-27,60.67724,-174.79326,68580,1,79,17,2,14.4643
816159,199501,89,180,O-27,59.66835,-174.44529,68580,1,81,17,2,2.4764
816159,199501,89,180,O-27,59.66835,-174.44529,68580,1,78,17,2,2.4764
816171,199501,89,193,R-30,60.66965,-176.81288,68580,1,80,17,2,2.8595
816163,199501,89,185,K-27,58.33568,-174.30064,68580,1,74,17,2,1
816163,199501,89,185,K-27,58.33568,-174.30064,68580,1,73,17,2,1
816163,199501,89,185,K-27,58.33568,-174.30064,68580,1,74,17,2,1
816091,199501,89,125,I-21,57.64775,-170.28948,68580,1,80,17,2,2
816091,199501,89,125,I-21,57.64775,-170.28948,68580,1,76,17,2,2
821744,199501,88,117,P-21,59.99389,-170.5875,68580,1,80,17,2,22.5478
816099,199501,89,136,Q-23,60.34421,-172.05582,68580,1,77,17,2,1.7294
816141,199501,89,141,L-23,58.67019,-171.70466,68580,1,89,17,2,2.0435
816090,199501,89,126,JI2221,57.83019,-170.61426,68580,1,72,17,2,2
821803,199501,88,175,Q-28,60.33644,-175.38778,68580,1,78,17,2,11.267
821807,199501,88,179,T-29,61.33945,-176.29087,68580,1,73,17,2,9.1346
816103,199501,89,142,K-23,58.31226,-171.6298,68580,1,91,17,2,1
821718,199501,88,91,J-18,58.00412,-168.43429,68580,1,84,17,2,104.1364
816015,199501,89,53,G-05,57.0008,-165.21684,68580,1,92,17,2,5.2219
816015,199501,89,53,G-05,57.0008,-165.21684,68580,1,94,17,2,5.2219
816133,199501,89,179,PO2726,59.85202,-174.25357,68580,1,79,17,2,3.3684
816162,199501,89,184,J-26,57.99572,-173.46778,68580,1,79,17,2,1
816162,199501,89,184,J-26,57.99572,-173.46778,68580,1,78,17,2,1
816114,199501,89,153,J-25,57.98696,-172.86867,68580,1,77,17,2,2.8931
816114,199501,89,153,J-25,57.98696,-172.86867,68580,1,76,17,2,2.8931
816171,199501,89,193,R-30,60.66965,-176.81288,68580,1,94,17,2,2.8595
821805,199501,88,177,R-29,60.67388,-176.20199,68580,1,79,17,2,4.3517
821805,199501,88,177,R-29,60.67388,-176.20199,68580,1,75,17,2,4.3517
821802,199501,88,174,P-28,60.00285,-175.26368,68580,1,78,17,2,2.0897
821802,199501,88,174,P-28,60.00285,-175.26368,68580,1,73,17,2,2.0897
821806,199501,88,178,S-29,61.01527,-176.28086,68580,1,78,17,2,3.0847
815981,199501,89,78,J-01,58.00032,-167.80005,68580,1,87,17,2,10.9344
815984,199501,89,81,H-01,57.32956,-167.70287,68580,1,88,17,2,2.2539
815984,199501,89,81,H-01,57.32956,-167.70287,68580,1,87,17,2,2.2539
816140,199501,89,155,L-25,58.64727,-172.97434,68580,1,75,17,2,6.8296
816115,199501,89,154,K-25,58.34425,-172.93671,68580,1,75,17,2,4.0073
816107,199501,89,146,G-23,57.01157,-171.39083,68580,1,105,17,2,1
816109,199501,89,148,G-25,56.99291,-172.66387,68580,1,75,17,2,1
816091,199501,89,125,I-21,57.64775,-170.28948,68580,1,87,17,2,2
821752,199501,88,125,M-22,58.98936,-171.11704,68580,1,76,17,2,14.5
821803,199501,88,175,Q-28,60.33644,-175.38778,68580,1,74,17,2,11.267
816097,199501,89,132,R-22,60.67823,-171.44149,68580,1,75,17,2,16.3019
816141,199501,89,141,L-23,58.67019,-171.70466,68580,1,80,17,2,2.0435
816135,199501,89,182,M-27,59.01675,-174.39384,68580,1,97,18,2,1
816169,199501,89,191,P-30,59.99008,-176.71379,68580,1,73,18,2,1
816124,199501,89,167,S-27,60.99265,-174.87824,68580,1,82,18,2,16.4648
816117,199501,89,157,N-25,59.3467,-173.15156,68580,1,84,18,2,6.3933
816139,199501,89,168,T-27,61.33296,-174.99715,68580,1,80,18,2,17.0435
816132,199501,89,178,P-27,60.01303,-174.59758,68580,1,83,18,2,5.628
816132,199501,89,178,P-27,60.01303,-174.59758,68580,1,73,18,2,5.628
816060,199501,89,38,H-07,57.33314,-164.02591,68580,1,96,18,2,1
816014,199501,89,52,H-05,57.32931,-165.24097,68580,1,99,18,2,3.9384
816014,199501,89,52,H-05,57.32931,-165.24097,68580,1,96,18,2,3.9384
816084,199501,89,110,GF2019,56.83013,-169.28055,68580,1,82,18,2,1
816084,199501,89,110,GF2019,56.83013,-169.28055,68580,1,74,18,2,1
816098,199501,89,135,R-23,60.68054,-172.11985,68580,1,84,18,2,13.5385
816014,199501,89,52,H-05,57.32931,-165.24097,68580,1,90,18,2,3.9384
815999,199501,89,67,G-03,57.00428,-166.46655,68580,1,86,18,2,1
816015,199501,89,53,G-05,57.0008,-165.21684,68580,1,98,18,2,5.2219
816000,199501,89,68,H-03,57.33891,-166.47816,68580,1,89,18,2,1.6021
816000,199501,89,68,H-03,57.33891,-166.47816,68580,1,92,18,2,1.6021
816015,199501,89,53,G-05,57.0008,-165.21684,68580,1,93,18,2,5.2219
816015,199501,89,53,G-05,57.0008,-165.21684,68580,1,90,18,2,5.2219
816131,199501,89,177,QP2726,60.18242,-174.37662,68580,1,82,18,2,9.6125
816001,199501,89,69,I-03,57.66725,-166.49454,68580,1,95,18,2,1
815980,199501,89,77,K-01,58.33111,-167.8428,68580,1,89,18,2,7.9422
816088,199501,89,114,F-21,56.66916,-170.11443,68580,1,81,18,2,1
815984,199501,89,81,H-01,57.32956,-167.70287,68580,1,95,18,2,2.2539
815984,199501,89,81,H-01,57.32956,-167.70287,68580,1,98,18,2,2.2539
816013,199501,89,51,I-05,57.66291,-165.26576,68580,1,83,18,2,1
816014,199501,89,52,H-05,57.32931,-165.24097,68580,1,98,18,2,3.9384
816168,199501,89,190,P-29,59.98548,-175.92193,68580,1,82,18,2,2.2905
816150,199501,89,108,HG2019,57.17843,-169.3155,68580,1,76,18,2,1
816014,199501,89,52,H-05,57.32931,-165.24097,68580,1,100,18,2,3.9384
816014,199501,89,52,H-05,57.32931,-165.24097,68580,1,91,18,2,3.9384
816014,199501,89,52,H-05,57.32931,-165.24097,68580,1,97,18,2,3.9384
816014,199501,89,52,H-05,57.32931,-165.24097,68580,1,103,18,2,3.9384
816002,199501,89,70,J-03,57.99916,-166.51649,68580,1,90,18,2,4.8947
816082,199501,89,106,IH2019,57.51074,-169.36164,68580,1,92,18,2,2.0075
816000,199501,89,68,H-03,57.33891,-166.47816,68580,1,88,18,2,1.6021
815986,199501,89,83,F-01,56.66238,-167.67973,68580,1,75,18,2,2.8475
815984,199501,89,81,H-01,57.32956,-167.70287,68580,1,91,18,2,2.2539
815984,199501,89,81,H-01,57.32956,-167.70287,68580,1,92,18,2,2.2539
815984,199501,89,81,H-01,57.32956,-167.70287,68580,1,93,18,2,2.2539
815984,199501,89,81,H-01,57.32956,-167.70287,68580,1,93,18,2,2.2539
815984,199501,89,81,H-01,57.32956,-167.70287,68580,1,96,18,2,2.2539
815998,199501,89,66,F-03,56.66518,-166.42967,68580,1,82,18,2,1
815986,199501,89,83,F-01,56.66238,-167.67973,68580,1,72,18,2,2.8475
815984,199501,89,81,H-01,57.32956,-167.70287,68580,1,92,18,2,2.2539
816130,199501,89,176,Q-27,60.34644,-174.7294,68580,1,80,18,2,9.7402
816130,199501,89,176,Q-27,60.34644,-174.7294,68580,1,78,18,2,9.7402
816142,199501,89,137,P-23,60.01156,-171.96371,68580,1,85,18,2,5.3175
816142,199501,89,137,P-23,60.01156,-171.96371,68580,1,81,18,2,5.3175
816113,199501,89,152,I-25,57.67489,-172.79957,68580,1,81,18,2,2.5782
821784,199501,88,157,QP2625,60.12788,-173.74479,68580,1,74,18,2,49.275
821801,199501,88,173,O-28,59.67124,-175.09622,68580,1,77,18,2,2
821801,199501,88,173,O-28,59.67124,-175.09622,68580,1,82,18,2,2
821800,199501,88,172,N-28,59.33844,-175.09409,68580,1,77,18,2,1
821810,199501,88,182,R-31,60.65602,-177.49773,68580,1,101,18,2,1
821794,199501,88,89,L-18,58.66759,-168.498,68580,1,72,18,2,1
816119,199501,89,159,O-25,59.65995,-173.21884,68580,1,95,18,2,1
816123,199501,89,166,R-27,60.67724,-174.79326,68580,1,80,18,2,14.4643
816109,199501,89,148,G-25,56.99291,-172.66387,68580,1,95,18,2,1
816123,199501,89,166,R-27,60.67724,-174.79326,68580,1,76,18,2,14.4643
816115,199501,89,154,K-25,58.34425,-172.93671,68580,1,76,18,2,4.0073
816163,199501,89,185,K-27,58.33568,-174.30064,68580,1,86,18,2,1
816091,199501,89,125,I-21,57.64775,-170.28948,68580,1,86,18,2,2
816094,199501,89,129,M-21,59.00497,-170.47982,68580,1,77,18,2,3.3906
821752,199501,88,125,M-22,58.98936,-171.11704,68580,1,81,18,2,14.5
821752,199501,88,125,M-22,58.98936,-171.11704,68580,1,76,18,2,14.5
816090,199501,89,126,JI2221,57.83019,-170.61426,68580,1,75,18,2,2
816128,199501,89,174,S-28,61.00309,-175.53691,68580,1,80,18,2,5.6486
816102,199501,89,140,M-23,59.00545,-171.77184,68580,1,83,18,2,5.0562
816103,199501,89,142,K-23,58.31226,-171.6298,68580,1,96,18,2,1
821718,199501,88,91,J-18,58.00412,-168.43429,68580,1,72,18,2,104.1364
816015,199501,89,53,G-05,57.0008,-165.21684,68580,1,94,18,2,5.2219
821721,199501,88,94,IH1918,57.48768,-168.74749,68580,1,77,18,2,1
816162,199501,89,184,J-26,57.99572,-173.46778,68580,1,80,18,2,1
816162,199501,89,184,J-26,57.99572,-173.46778,68580,1,79,18,2,1
816114,199501,89,153,J-25,57.98696,-172.86867,68580,1,78,18,2,2.8931
816159,199501,89,180,O-27,59.66835,-174.44529,68580,1,86,18,2,2.4764
816133,199501,89,179,PO2726,59.85202,-174.25357,68580,1,79,18,2,3.3684
816116,199501,89,156,M-25,58.99559,-173.0667,68580,1,80,18,2,3.8851
816116,199501,89,156,M-25,58.99559,-173.0667,68580,1,91,18,2,3.8851
816120,199501,89,160,PO2524,59.82664,-172.9305,68580,1,93,18,2,1
816122,199501,89,165,R-26,60.6724,-174.1109,68580,1,81,18,2,10.1558
821805,199501,88,177,R-29,60.67388,-176.20199,68580,1,78,18,2,4.3517
821809,199501,88,181,S-31,60.9981,-177.62756,68580,1,95,18,2,1
821809,199501,88,181,S-31,60.9981,-177.62756,68580,1,103,18,2,1
816083,199501,89,109,G-19,56.99878,-168.96292,68580,1,76,18,2,2.1348
816080,199501,89,104,JI2019,57.83815,-169.35397,68580,1,80,18,2,2.7953
816119,199501,89,159,O-25,59.65995,-173.21884,68580,1,94,18,2,1
816115,199501,89,154,K-25,58.34425,-172.93671,68580,1,79,18,2,4.0073
816171,199501,89,193,R-30,60.66965,-176.81288,68580,1,82,18,2,2.8595
816015,199501,89,53,G-05,57.0008,-165.21684,68580,1,97,18,2,5.2219
816162,199501,89,184,J-26,57.99572,-173.46778,68580,1,81,18,2,1
816169,199501,89,191,P-30,59.99008,-176.71379,68580,1,78,19,2,1
816156,199501,89,161,P-25,60.00442,-173.27084,68580,1,82,19,2,1
816117,199501,89,157,N-25,59.3467,-173.15156,68580,1,82,19,2,6.3933
816131,199501,89,177,QP2726,60.18242,-174.37662,68580,1,81,19,2,9.6125
816132,199501,89,178,P-27,60.01303,-174.59758,68580,1,81,19,2,5.628
816014,199501,89,52,H-05,57.32931,-165.24097,68580,1,95,19,2,3.9384
816014,199501,89,52,H-05,57.32931,-165.24097,68580,1,95,19,2,3.9384
816116,199501,89,156,M-25,58.99559,-173.0667,68580,1,83,19,2,3.8851
816116,199501,89,156,M-25,58.99559,-173.0667,68580,1,86,19,2,3.8851
816083,199501,89,109,G-19,56.99878,-168.96292,68580,1,82,19,2,2.1348
816000,199501,89,68,H-03,57.33891,-166.47816,68580,1,86,19,2,1.6021
815984,199501,89,81,H-01,57.32956,-167.70287,68580,1,95,19,2,2.2539
816131,199501,89,177,QP2726,60.18242,-174.37662,68580,1,80,19,2,9.6125
816131,199501,89,177,QP2726,60.18242,-174.37662,68580,1,85,19,2,9.6125
816075,199501,89,99,N-19,59.32204,-169.23459,68580,1,82,19,2,17.2716
815984,199501,89,81,H-01,57.32956,-167.70287,68580,1,85,19,2,2.2539
816087,199501,89,113,E-21,56.34375,-170.064,68580,1,85,19,2,2
816014,199501,89,52,H-05,57.32931,-165.24097,68580,1,95,19,2,3.9384
816014,199501,89,52,H-05,57.32931,-165.24097,68580,1,98,19,2,3.9384
816085,199501,89,111,F-19,56.66452,-168.92145,68580,1,80,19,2,1
816085,199501,89,111,F-19,56.66452,-168.92145,68580,1,82,19,2,1
816002,199501,89,70,J-03,57.99916,-166.51649,68580,1,81,19,2,4.8947
816082,199501,89,106,IH2019,57.51074,-169.36164,68580,1,93,19,2,2.0075
816000,199501,89,68,H-03,57.33891,-166.47816,68580,1,93,19,2,1.6021
816000,199501,89,68,H-03,57.33891,-166.47816,68580,1,85,19,2,1.6021
815981,199501,89,78,J-01,58.00032,-167.80005,68580,1,88,19,2,10.9344
816159,199501,89,180,O-27,59.66835,-174.44529,68580,1,94,19,2,2.8295
816130,199501,89,176,Q-27,60.34644,-174.7294,68580,1,80,19,2,9.7402
821801,199501,88,173,O-28,59.67124,-175.09622,68580,1,79,19,2,2
821800,199501,88,172,N-28,59.33844,-175.09409,68580,1,83,19,2,1
821797,199501,88,169,I-26,57.66662,-173.39275,68580,1,99,19,2,1
816093,199501,89,128,L-21,58.67205,-170.43359,68580,1,82,19,2,3.1643
816114,199501,89,153,J-25,57.98696,-172.86867,68580,1,80,19,2,2.8931
816101,199501,89,139,N-23,59.34634,-171.8257,68580,1,85,19,2,11.8316
821809,199501,88,181,S-31,60.9981,-177.62756,68580,1,102,19,2,1
816159,199501,89,180,O-27,59.66835,-174.44529,68580,1,82,19,2,2.4764
816159,199501,89,180,O-27,59.66835,-174.44529,68580,1,84,19,2,2.4764
821730,199501,88,104,G-20,56.98662,-169.57598,68580,1,97,19,2,2.1569
816141,199501,89,141,L-23,58.67019,-171.70466,68580,1,84,19,2,2.0435
816109,199501,89,148,G-25,56.99291,-172.66387,68580,1,100,19,2,1
816159,199501,89,180,O-27,59.66835,-174.44529,68580,1,82,19,2,2.4764
816163,199501,89,185,K-27,58.33568,-174.30064,68580,1,81,19,2,1
816163,199501,89,185,K-27,58.33568,-174.30064,68580,1,82,19,2,1
816119,199501,89,159,O-25,59.65995,-173.21884,68580,1,83,19,2,1
816173,199501,89,195,T-30,61.32155,-176.95253,68580,1,80,19,2,1
816141,199501,89,141,L-23,58.67019,-171.70466,68580,1,82,19,2,2.0435
816015,199501,89,53,G-05,57.0008,-165.21684,68580,1,99,19,2,5.2219
821811,199501,88,183,Q-31,60.32839,-177.38665,68580,1,99,19,2,1
816133,199501,89,179,PO2726,59.85202,-174.25357,68580,1,75,19,2,3.3684
816015,199501,89,53,G-05,57.0008,-165.21684,68580,1,100,19,2,5.2219
816015,199501,89,53,G-05,57.0008,-165.21684,68580,1,101,19,2,5.2219
816133,199501,89,179,PO2726,59.85202,-174.25357,68580,1,82,19,2,3.3684
816162,199501,89,184,J-26,57.99572,-173.46778,68580,1,91,19,2,1
816114,199501,89,153,J-25,57.98696,-172.86867,68580,1,81,19,2,2.8931
816114,199501,89,153,J-25,57.98696,-172.86867,68580,1,79,19,2,2.8931
816116,199501,89,156,M-25,58.99559,-173.0667,68580,1,82,19,2,3.8851
816094,199501,89,129,M-21,59.00497,-170.47982,68580,1,82,19,2,3.3906
821809,199501,88,181,S-31,60.9981,-177.62756,68580,1,101,19,2,1
821809,199501,88,181,S-31,60.9981,-177.62756,68580,1,97,19,2,1
821809,199501,88,181,S-31,60.9981,-177.62756,68580,1,85,19,2,1
821809,199501,88,181,S-31,60.9981,-177.62756,68580,1,84,19,2,1
816104,199501,89,143,J-23,57.99975,-171.59581,68580,1,80,19,2,1
816131,199501,89,177,QP2726,60.18242,-174.37662,68580,1,84,19,2,9.6125
816014,199501,89,52,H-05,57.32931,-165.24097,68580,1,101,19,2,3.9384
816002,199501,89,70,J-03,57.99916,-166.51649,68580,1,85,19,2,4.8947
816110,199501,89,149,G-24,56.99825,-172.05067,68580,1,76,19,2,1
816159,199501,89,180,O-27,59.66835,-174.44529,68580,1,82,19,2,2.4764
816114,199501,89,153,J-25,57.98696,-172.86867,68580,1,104,19,2,2.8931
816173,199501,89,195,T-30,61.32155,-176.95253,68580,1,76,19,2,1
821805,199501,88,177,R-29,60.67388,-176.20199,68580,1,80,19,2,4.3517
816135,199501,89,182,M-27,59.01675,-174.39384,68580,1,103,20,2,1
816135,199501,89,182,M-27,59.01675,-174.39384,68580,1,108,20,2,1
816156,199501,89,161,P-25,60.00442,-173.27084,68580,1,85,20,2,1
816156,199501,89,161,P-25,60.00442,-173.27084,68580,1,85,20,2,1
816017,199501,89,55,E-05,56.3289,-165.1944,68580,1,81,20,2,1
816083,199501,89,109,G-19,56.99878,-168.96292,68580,1,82,20,2,2.1348
815984,199501,89,81,H-01,57.32956,-167.70287,68580,1,99,20,2,2.2539
816014,199501,89,52,H-05,57.32931,-165.24097,68580,1,104,20,2,3.9384
816083,199501,89,109,G-19,56.99878,-168.96292,68580,1,81,20,2,2.1348
816170,199501,89,192,Q-30,60.33226,-176.72788,68580,1,87,20,2,1.4492
816076,199501,89,100,M-19,59.00673,-169.18122,68580,1,88,20,2,27.0484
